¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¥_¤Ù°Ï,¤g¦a,¤å¥¿¬q1~50¦a¸¹,122.0,¨ä¥L,,,10210,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4902400,40184,,0.0,0
¥_°Ï,¤g¦a,ªô­í¤l¬q1~50¦a¸¹,15.04,¨ä¥L,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,900000,59840,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ó¥­¸ô201~250¸¹,5.25,¦í,,,10211,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0691202,18.92,1,0,1,¦³,¦³,650000,34355,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¶i¤Æ¸ô551~600¸¹,14.98,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,017,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810727,179.6,3,2,2,¦³,¦³,6700000,37303,©Y¹D¥­­±,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q201~250¸¹,13.07,°Ó,,,10210,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,013,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0880623,172.23000000000002,0,0,0,µL,¦³,5000000,29031,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤@¬q51~100¸¹,37.6,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680907,87.67,3,2,2,¦³,µL,4060000,46310,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¨Ó¨½¥«¬F¸ô51~100¸¹,25.6,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤T¤Q¤T¼h,039,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0991124,396.65999999999997,0,0,0,µL,¦³,60500000,152524,©Y¹D¥­­±,66.66,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤j¦wµó1~50¸¹,18.15,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830707,176.01,4,2,2,¦³,¦³,9095000,51673,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦Üµ½¸ô101«Ñ1~50¸¹,3.55,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,012,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821014,27.830000000000002,0,0,0,µL,¦³,1410000,50665,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~50¸¹,6.72,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¤G¼h,026,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,102.75,1,1,1,¦³,¦³,8280000,80584,©Y¹D¥­­±,35.9,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤z«°µó201~250¸¹,87.0,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0640806,93.36,4,2,2,¦³,µL,16800000,179949,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô101~150¸¹,9.84,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991119,98.17999999999999,2,1,1,¦³,¦³,6980000,71094,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¦V¤W«n¸ô¤@¬q151~200¸¹,2.77,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790705,26.61,1,0,1,¦³,¦³,1050000,39459,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï©M¦¨«Ñ51~100¸¹,66.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0730802,102.09,4,2,2,¦³,µL,7300000,71506,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¤­Åv¦è¸ô¤G¬q601~650¸¹,12.87,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941115,143.7,3,2,2,¦³,¦³,5360000,37300,©Y¹D¥­­±,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤G¬q151~200¸¹,8.51,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,014,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871103,92.09,1,1,1,¦³,¦³,4260000,46259,,0.0,0
«n¤Ù°Ï,¤g¦a,Ä_¤å¬q601~650¦a¸¹,2323.91,¤u,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,48504650,20872,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q651~700¸¹,10.73,°Ó,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980914,110.52,2,2,1,¦³,¦³,7500000,67867,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¤j¼[¥|µó401~450¸¹,86.48,¦í,,,10203,¤g¦a2«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970215,244.54,5,3,6,¦³,¦³,27380000,111965,,0.0,0
«n¤Ù°Ï,¤g¦a,Ä_¤å¬q601~650¦a¸¹,3872.96,¤u,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,80836422,20872,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤j¥°¤»µó1~50¸¹,42.06,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801125,108.87,3,1,2,¦³,¦³,2900000,26637,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤»¸ô201~250¸¹,19.13,¨ä¥L,,,10210,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¤G¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980804,324.31,5,2,3,¦³,¦³,30000000,92504,©Y¹D¥­­±,46.68,0
«n¤Ù°Ï,¤g¦a,Ä_¤å¬q601~650¦a¸¹,2750.49,¤u,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,57408228,20872,,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï«C®ü«nµó201~250¸¹,16.75,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020814,131.73,2,2,2,¦³,¦³,8700000,66044,©Y¹D¥­­±,37.26,0
«n¤Ù°Ï,¤g¦a,Ä_¤å¬q651~700¦a¸¹,5254.77,¤u,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,109677560,20872,,0.0,0
¦è¤Ù°Ï,¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´f¨Ó¨½¥«¬F¸ô51~100¸¹,0.0,,,,10211,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,44.61,0,0,0,¦³,µL,1200000,,©Y¹D¥­­±,44.61,1200000
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï´Â°¨¤Cµó1~50¸¹,31.17,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì2,¤Q¤@¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980223,261.32,4,2,2,¦³,¦³,20000000,76535,©Y¹D¥­­±,69.98,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¥ÃºÖ¸ô118«Ñ1~50¸¹,74.04,¦í,,,10210,¤g¦a1«Øª«3¨®¦ì0,¤@¼h¡A¤G¼h¡A¦a¤U¤@¼h,019,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850527,625.08,2,4,3,¦³,¦³,30500000,48794,,0.0,0
¦è¤Ù°Ï,¤g¦a,¦è¤Ù¬q1401~1450¦a¸¹,24.0,¨ä¥L,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3256320,135680,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ï¾¤©ú¸ô¤G¬q248«Ñ2§Ë1~50¸¹,108.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0750207,119.35,2,1,1,¦³,µL,11500000,96355,,0.0,0
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ã¬KªF¸ô1101~1150¸¹,13.53,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840601,153.01,3,2,2,¦³,¦³,7280000,47579,©Y¹D¾÷±ñ,0.0,0
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô¤T¬q159¤§11«Ñ9§Ë1~50¸¹,14.74,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821129,116.61,3,2,2,¦³,¦³,6000000,51454,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¯Î©ú¨½¤ô·½¸ô680«Ñ1~50¸¹,12.78,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821013,80.9,2,1,1,¦³,¦³,2400000,29666,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°ÏÂ×«nµó240«Ñ7§Ë1~50¸¹,128.84,¦í,,,10106,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020809,239.49,6,2,5,¦³,¦³,14460000,60378,,0.0,0
¦Z¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦Z¨½°Ï¥Ò¦Z¸ô190«Ñ1~50¸¹,110.39,¤u,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0630601,92.4,3,2,1,¦³,µL,2400000,25974,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«Â×­ì°Ï«H¸qµó151~200¸¹,21.49,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970328,141.26999999999998,3,2,2,¦³,¦³,5900000,41764,©Y¹D¥­­±,0.0,0
Â×­ì°Ï,¤g¦a,¶¶Â×¬q901~950¦a¸¹,1541.73,¹A,,,10209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,21553480,13980,,0.0,0
¦Z¨½°Ï,¤g¦a,ÂÂªÀ¬q101~150¦a¸¹,2837.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11450000,4036,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¦X§@µó160«Ñ7§Ë1~50¸¹,70.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0631014,86.4,3,2,2,¦³,µL,2750000,31829,,0.0,0
¯«©£°Ï,¤g¦a,«p¥Í¬q301~350¦a¸¹,4.92,¨ä¥L,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,50000,10163,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°ÏñT§ø¨½ÅI§ø¸ô465«Ñ101~150¸¹,156.78,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0700514,118.77,4,2,2,¦³,µL,2000000,16839,,0.0,0
Â×­ì°Ï,¤g¦a,®v½d¬q1401~1450¦a¸¹,265.27,¦í,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3000000,11309,,0.0,0
Â×­ì°Ï,¤g¦a,¤T¶§¬q451~500¦a¸¹,1.22,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,60000,49180,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¦V¶§¸ô301~350¸¹,14.18,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,013,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0930802,116.97,2,2,2,¦³,¦³,6200000,53005,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¥«¬F¸ô30«Ñ1~50¸¹,57.6,¨ä¥L,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,°Ó·~¥Î,¥[±j¿j³y,0680528,115.24,4,2,2,¦³,µL,5800000,50330,,0.0,0
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¦µ¤lµó201~250¸¹,83.87,¹A,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020725,157.73,4,3,3,¦³,µL,7700000,48818,,0.0,0
¯«©£°Ï,¤g¦a,¤U·Ë¬w¬q«á¾À­í¤p¬q451~500¦a¸¹,3939.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,34500000,8759,,0.0,0
¯«©£°Ï,¤g¦a,ªÀ«n¬q901~950¦a¸¹,398.0,¹A,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8500000,21357,,0.0,0
¤j¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¥Ò°Ï¤Õªù¨½¤åªZ¸ô51~100¸¹,5.17,°Ó,,,10211,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡AÃM¼Ó,003,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0570510,16.5,2,1,3,¦³,µL,700000,42424,,0.0,0
¤j¥Ò°Ï,¤g¦a,¤­¨½µP¬q301~350¦a¸¹,579.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2050000,3541,,0.0,0
¥~®H°Ï,¤g¦a,¤W¤g«°¬q651~700¦a¸¹,1643.02,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5200000,3165,,0.0,0
¤j¥Ò°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¥Ò°Ï¸g°ê¸ô2151«Ñ22§Ë1~50¸¹,157.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10209,¤g¦a3«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0920602,176.77,5,2,4,¦³,µL,4500000,25457,,0.0,0
²M¤ô°Ï,¤g¦a,Á{®ü¬q751~800¦a¸¹,1541.04,¹A,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5360000,3478,,0.0,0
±ï´Ï°Ï,¤g¦a,¤T¥Á¬q51~100¦a¸¹,229.0,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6800000,29694,,0.0,0
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°ÏÃÀ³Nµó19«Ñ1~50¸¹,43.5,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«1¨®¦ì0,¤T¼h¡A¹q±è¼Ó±è¶¡,003,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690528,72.7,3,2,1,¦³,µL,3000000,41265,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«²M¤ô°Ï¥ß¼wµó251~300¸¹,82.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020917,167.27,4,1,3,¦³,µL,8300000,49620,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï¥ß¼wµó251~300¸¹,78.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020917,164.21,4,1,3,¦³,µL,8350000,50850,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï¥ß¼wµó251~300¸¹,79.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020917,164.21,4,1,3,¦³,µL,8300000,50545,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï¥ß¼wµó301~350¸¹,80.0,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020917,164.21,4,1,3,¦³,µL,8350000,50850,,0.0,0
¨F³À°Ï,¤g¦a,«n¶Õ§|¬q®H¤l¤p¬q151~200¦a¸¹,37.53,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,567500,15121,,0.0,0
¨F³À°Ï,¤g¦a,«n¶Õ§|¬q®H¤l¤p¬q151~200¦a¸¹,40.51,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,613000,15132,,0.0,0
¤j¨{°Ï,¤g¦a,¼y¶¶¬q1~50¦a¸¹,37.03,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10206,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,280000,7561,,0.0,0
¨F³À°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¨F³À°Ï¤j¦Pµó51~100¸¹,16.31,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0671210,88.5,2,2,1,¦³,µL,1820000,20565,,0.0,0
¨F³À°Ï,¤g¦a,¥_¶Õ§|¬q¤»¸ô­í¤p¬q1501~1550¦a¸¹,55.0,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1497000,27218,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«±ï´Ï°Ïªø¬K¸ô258«Ñ7§Ë1~50¸¹,81.59,¦í,,,10211,¤g¦a3«Øª«1¨®¦ì2,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860612,239.8,4,3,3,¦³,¦³,4860000,20267,©Y¹D¥­­±,0.0,0
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°ÏÀs¥_¸ô51~100¸¹,17.41,¦í,,,10211,¤g¦a3«Øª«1¨®¦ì0,¤C¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850523,109.67,3,1,2,¦³,µL,1380000,12583,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï¤å©úµó91«Ñ1~50¸¹,21.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0681228,84.0,3,2,1,¦³,µL,1638000,19500,,0.0,0
±ï´Ï°Ï,¤g¦a,©¾§µ¬q551~600¦a¸¹,91.93,¦í,,,10211,¤g¦a6«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2436700,26506,,0.0,0
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï¦Ë®v¸ô¤@¬q210«Ñ36§Ë1~50¸¹,90.0,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810111,126.26,4,2,2,¦³,µL,3300000,26137,,0.0,0
Às¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Às¤«°Ï¦Ë®v¸ô¤@¬q210«Ñ36§Ë1~50¸¹,90.0,¦í,,,10208,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810111,126.26,4,2,2,¦³,µL,3300000,26137,,0.0,0
²M¤ô°Ï,¤g¦a,²M¤ô¬q¦è¶Õ¤p¬q1~50¦a¸¹,1533.0,¦í,,,10209,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,64922200,42350,,0.0,0
±ï´Ï°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«±ï´Ï°Ï»OÆW¤j¹D¤K¬q151~200¸¹,85.0,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0870407,150.4,5,2,4,¦³,µL,8600000,57181,,0.0,0
